기인		(奇人)   ①strangulo. ②ekscentra persono. ③groteskulo. ④maniulo. ⑤originalulo. ⑥<비유> monstro. (起因)   ①kaŭzo. ②radiko. …에서 ～하다 ㉠origini de… (el…). ㉡deveni de…. ㉢rezulti de… (el…). ㉣naskiĝi. ㉤ (동기)motivi. (基因)   fundamenta kaŭzo.
기일		(忌日)   ①mortotago. ②datreveno de ies morto. 조부 (祖父)의 ～ ㉠mortotago de avo. ㉡datreveno de ava morto. (期日)   ① (fiksita) dato. ② (기한)tempolimo. ～까지는 ĝis la difinita (fiksita) dato. ～을 정하다 fiksi la daton. 지불～ ㉠pagodato. ㉡pagolimo.
기입		(記入)   ①enskribo. ②registrado. ～하다 ㉠skribi. (기입할 사항들을)수표에 (서식에) ～하다 skribi ĉekon (formularon). ㉡enskribi. ㉢plenskribi. ㉣ (밑에-)subskribi. ～하지 않은 <상업> blanka. ～해 넣다 plenskribi.
기자		(記者)   ①ĵurnalisto. ② (리포터)raportisto. ～회견을 하다 intervjui.
기장		(길이)longo. <식물> milio. ～ (피)의 무리 paniko. (記章)   emblemo. (記帳)   enskribi en (kont)libro. (機長)   ①kapitano (ĉefdeĵoranto) de aviadilo. ②ĉefo de aviadila deĵoranto.
기재		(奇才)   ① (재주)genio. ② (사람)geniulo. (器材)   materialoj. (記載)   ①enskribo. ②mencio. ～사항 ㉠enskribitaj eroj (detaloj). ㉡menciitaj artikoloj. ～하다 ㉠enskribi. ㉡registri. (器材)   maŝinaj provizoj (partoj).
기저		(基底)   ①bazo. ②fundamento. ③<물리, 화학> substrato.
기저귀		vindotuko. ～를 채우다 vindotuki. ～찬 아기 vindotukita infano. 아기에게 ～를 채우다 vindotuki infanon.
기저리		<곤충> tenebrio.
기적		(汽笛)   ①fajfilo. ②sireno. ～을 울리다 ㉠fajfi. ㉡blovi fajfilon. (奇蹟)   ①miraklo. ～행하는 사람 miraklisto, miraklofaristo. ～을 행하다 fari miraklon. ～이 일어났다 miriaklo okazis. ～적으로 mirakle. ～적인 건강의 회복 mirakla resaniĝo. 성서의 ～들 la mirakloj de la Biblio. ②mirindaĵo. 현대 과학의 ～들 la mirindaĵoj de la moderna scienco.
기전		(起電)   produkto de elektro. ～기 (機) elektra motoro. ～력 (力) elektromova forto.
기전반		(起電盤)   elektroforo*.
기절		(氣絶)   ①sveno. ②senkonsciiĝo. ～하다 ㉠sveni. ㉡senkonsciiĝi. …으로 ～하다 sveni de…. ～할 뻔하다 preskaŭ sveni.
기점		(起點)   ①deirpunkto. ②komencpunkto. ③ (線 따위의-)liniokapo. (基點)   kardinala punkto. 방위～ kardinala punkto de kompaso.
기정		(旣定)의   ①jam decidita. ②establita. ～ 사실 jam decidita (plenumita) fakto. ～ 방침에 따라 konforme al antaŭaranĝita programo (jam decidita politiko).
기제		(忌祭)   memorservo por la datreveno de ies morto. (旣濟)의   jam solvita (finita, decidita, elpagita).
기제류		(奇蹄類)   perisodaktioj*.
기조		(基調)   ①bazo. ②baza tendenco. ③<음악>toniko.
기조력		(起潮力)   tajdoprodukta forto.
기존		(旣存)의   ① (jam) ekzistanta. ②establita. ～ 시설들 ekzistantaj oportunaĵoj.
기종		(氣腫)   ①emfizemo. ②pneŭmatozo. ～환자 emfizemulo. (機種)   speco de aviadiloj (maŝinoj).
기준		(基準)   ①normo. ② (규범) kriterio. ③distingilo. ④versigno. ～치수 modulo.
기중		(忌中)이다   esti en funebrado.
기중기		(起重機)   ① (ŝarĝo)levilo. ②gruo. ③argano. (톱니바퀴가 있는) ～의 일종 ŝraŭblevilo. ～팔 ㉠levbumo. ㉡kargomasto.
기증		(寄贈)   donaco. ～자 donacinto. ～품 donaco. ～하다 donaci.
기지		(基地)   <군사> (hejm)bazo. 공군 (해군, 작전) ～ bazo de aerarmeo (mararmeo, operacio). (奇智)   ①sagaco. ② (rara) saĝo. ③spiritĉeesto, spiritpreteco. (機智)   sprito. ～부리다 spriti. ～많은 spritoplena. (旣知)의   (사실) jam konata (fakto).
기지개		①sinetendo, etendiĝo. ②etendo de la membroj. ～켜다 etendi sin (la membrojn).
기지촌		(基地村)   urb (et)o apud la milita tendumo.
기진		(氣盡)   ①ellaciĝo. ②elĉerpiĝo. ～한 ㉠ellaciĝinta. ㉡elĉerpita.～ (맥진)하게 하다 ㉠lacegigi. ㉡konsumi. ㉢velkigi.
기질		(基質)   <해부> stromo. (氣質)   ①temperamento. 신경질적인 (우울한) ～ nervoza (melankolia) temperamento. 뜨거운 ～의 varmegsanga. ②karaktero. ③kompleksio. ④dispozicio. ⑤humoro. ⑥inklino. 아버지의 ～을 타고 태어나다 heredi la dispozicion de sia patro. 상인 (商人)～ profitavida spirito (temperamento).
기차		(汽車)   ①trajno. ② (열차) vagonaro. ～로 가다 veturi per trajno. ～에서 내리다 ㉠lasi trajnon. ㉡eliri el trajno. ～를 놓치다 maltrafi la trajnon. ～를 타다 ㉠eniri en trajnon. ㉡preni trajnon. ～요금 veturprezo (veturpago) de trajno. 서울 행 ～ trajno (veturanta) al Seulo.
기착		(寄着)   vojaĝorompo. ～하다 rompi vojaĝon. ～지 (地) ㉠loko de vojaĝorompo. ㉡vojaĝorompejo. 홍콩에서 ～하다 rompi vojaĝon en Hongkongo.
기찻길		①relvojo. ② (철로) fervojo.
기채		(起債)   ①eldoni obligacion. ②pruntado (de mono). ～시장 kapitala merkato.
기척		①signo. ②spuro. ③indiko. 아무도 다녀간 ～이 없다 troviĝas neniaj signoj, ke iu ajn estis tie.
기체		(氣體)   ①gaso. ②gasa substanco (korpo, materio). ～역학 (力學) aeromekaniko*. ～정력학 (靜力學) aerostatiko. ～측정 (測定) aerometrio. ～학 (學) pneŭmatiko. (機體)   <항공, 항해> ①hulo. ②ŝelo. ③trunko. ④ (동체) fuzelaĝo. 비행기의 ～ hulo (ŝelo, trunko) de aviadilo. (基體)   <철학> substrato.
기체후		(氣體候)   (via) sanstato.
기초		(基礎)   ①fundamento. ～공사 (工事) fundamenta laboro. ～를 놓다 fundamenti. ～의 fundamenta. 에스페란토의 ～ fundamento de Esperanto. ～가 없는 senfundamenta. ②bazo. ③ (기둥․동상 따위의-)postamento, piedestalo. ④ (법안의-)redaktado. ⑤<비유> radiko. …을 ～로 삼다 baziĝi sur…. ～적인 elementa. ～지식 ㉠baza scio. ㉡rudimento. …을 ～로 하여 surbaze de…. ～환경 ㉠baza medio. ㉡rfono. (起草)   prova verkado. ～하다 prove verki.
기초시계		(記秒-)   ①halthorloĝo. ②klikhorloĝo. ③>kronografo*. ～로 시간을 재다 kronografi.
기초질		<해부> stromo.
기총		(機銃)   → 기관총 (機關銃). ～소사 (掃射)하다 ㉠pafi per mitralo. ㉡bombardi.
기축		(機軸)   ①akso. ② (방안)rimedo, metodo. (氣縮)   senkuraĝiĝo.
기층		(基層)   (언어) substrato. (氣層)   tavolo de atmosfero. 불안정한 ～ labilo.
기치		(旗幟)   ①flago. ②standardo. ～를 높이 들고 kun standardo alte fluganta. ③<비유> (태도, 입장)sinteno, starpunkto, pozicio. ～를 분명히 하다 klarigi (definitivigi) ies sintenon.
기침		tus (ad)o. (사탕과자로 된)～약 pastelo. ～을 멈추게 하는 kontraŭtusa. ～하다 tusi. (가래․혈담 등을) ～하여 뱉다㉠ekspektori. ㉡tuskraĉi. 시럽 ～약 kontraŭtusa siropo. 헛～하다 ㉠tusi. ㉡klarigi la gorĝon. (起寢)   → 기상 (起床).
기타		(其他)   ①ceter (aĵ)o. ②k.a., =kaj aliaj, kaj aliaĵoj. ～ 등등 ㉠k.c., =kaj ceteraj. ㉡kaj similaj. ～의 <비유> flanka. ～의 ㉠cetera. ㉡kroma. ～ 여러 가지 kaj multaj aliaj aferoj. <악기> gitaro. ～를 치다 ludi gitaron. ～ 연주자 gitaristo.
기탁		(寄託)   ①deponado. ②sekvestro. ～물 (物) deponaĵo, deponitaĵo. ～자 deponanto. ～증명서 deponatesto. ～하다 ㉠sekvestri, sekvestracii. ㉡deponi.
기탄		(忌憚)   ①hezit (ad)o. ②skrupulo. ③diskretemo. ～없이 ㉠senhezite. ㉡senskrupule. ～없이 말하자면 senhezite dirite.
기태		(奇態)   stranga formo (aspekto).
기통		(氣筒)   ①cilindro. ②tamburo. 4～ 엔진 kvarcilindra motoro.
기특		(奇特)하다   ①laŭdinda. ②admirinda.
기틀		ĉefa punkto.
기포		(氣胞)   ①traĥeo. ②utriklo. (氣泡)   ①bobelo. ②veziko. (氣胞)   aerveziko.
기폭		(起爆)   eksplodo. ～장치 detonaciilo. ～제㉠eksplodigilo. ㉡eksplodaĵo.
기표		(記票)   balot (ad)o. ～하다 baloti. ～소 (所) ㉠balotejo. ㉡balotbudo.
기품		(氣稟)   ①karaktero. ②naturo. ③temperamento. (氣品)   ①digno. ②gracio. ③eleganteco. ④ (예술작품의)etoso. ～있는 ㉠dign (oplena)a. ㉡gracia. ㉢eleganta.
기풍		(氣風)   ①karaktero. ② (단체의-) morala spirito. 학교의 ～ spirito de lernejo. ③ (특성)karakterizaĵo, trajto. 국민의 ～ trajto de nacio. ④ (사회의-)etoso. ⑤digno. ～ 있는 digna.
기피		(忌避)   ①evitado. ②elturniĝo. ③<법률>kontesto. ～하다 ㉠eviti. ㉡elturniĝi. 병역 (책임)을 ～하다 eviti militservon (respondecon).
기필		(期必)코①nepre.   ②ĉiaokaze.
기하		(幾何)   (얼마)kiom.
기하급수		(幾何級數)   geometria progresio.
기하평균		(幾何平均)   geometria averaĝo.
기하학		(幾何學)   geometrio. ～자 geometro. ～적인 geometria. 입체 (평면, 해석) ～ solida (ebena, analitika) geometrio.
기한		(期限)   ①tempolimo. ②limtempo. ③ (기간)periodo. ～이 있는 limhava. (소송․어음․표 따위의) ～이 지나다 eksvalidiĝi. ～이 지났다 la tempolimo finiĝis. ～을 정하다 difini la tempolimon. 유효～ valida periodo. 일정한 ～내에 en la dinfinita limtempo. (飢寒)   malsato kaj malvarmo.
기함		(旗艦)   admiralŝipo.
기합		(氣合)   ① (기세․소리)volforto. ② (제재) disciplina puno. ③ (기를 모음) spiritkoncentro. ④ (호흡이 맞음)harmonia spirado. ～을 주다 doni (al iu) disciplinan punon. 단체～ grupa disciplinpuno.
기항		(寄港)   ①navighalto. ②ŝiphalto. ～하다 halti en haveno. ～지 (地) ㉠navighaltejo. ㉡ŝiphaltejo. ㉢haveno por navighalto (ŝiphalto).
기행		(紀行)   taglibro (raporto, letero) de vojaĝanto. ～문 priskribo pri vojaĝo. (奇行)   ekscentra (stranga) konduto.
기행렬		(旗行列)   flagoprocesio.
기현상		(奇現象)   ①stranga fenomeno. ②strangeco.
기형		(奇形)   ①misformaĵo. ②monstr (aĵ)o. ③malnormeco, malnormaĵo. ④anomalio. ～으로 자라다 miskreski. ～의 ㉠deformita, misformita. ㉡malnorma. ㉢anomalia. ㉣kripla. ㉤monstra. ～의 형태 anomalia formo. ～인 (人) kadukulo. ～학 teratologio. 선천적인 ～ denaska anomalio.
기형아		(畸形兒)   ①fuŝnaskito. ②fuŝnaskaĵo. ③deformita infano.
기호		(記號)   ①signo. ②marko. ③simbolo. ～로 표현하다 simboligi. ～표 simbolaro. 화학 ～표 kemia simbolaro. ④prefero. ⑤formulo. ⑥<음악>noto. ～로 나타내다 tipigi. ～로 적기, ～붙이기 notacio. ～집 (集) signaro. ～학 (學) semiotiko*. 수학의 ～ matematika simbolo. (嗜好)   ①ĝuado kaj ŝatado. ②gusto. ③ŝato. ④prefero. ⑤korinklino. ～품 ŝatata (preferata) manĝaĵo.
기혼		(旣婚)   edz (in)iĝinteco. ～자 (者) edz (in)iĝinto.
기화		(奇貨)   ① (물건)kuriozaĵo, raraĵo. ② (호기)rara ŝanco, bonŝanco. (…을) ～로 하여 ㉠tiri la avantaĝon el (io). ㉡profitante (utiligante) (ion). (奇禍)   neatendita akcidento (malfeliĉo, katastrofo). (氣化)   ① (증발)vaporiĝo. ②gasigo. ～하다 gasigi. ③volatiligo. ～시키다 ㉠vaporigi. ㉡gasigi. ㉡volatiligi. ㉢ (연료를-)karburi, vaporumi. ～기 (器) ㉠karburilo. ㉡karburatoro. ～점 (點) vaporiĝa punkto.
기화요초		(琪花瑤草)   belaj (feinlandaj) floroj kaj plantoj.
기회		(機會)   ①ŝanco. ②okazo. ③fojo. ～ 있을 적마다 ĉiuokaze. ～가 좋게 bonokaze. ～를 이용하다 ㉠utiligi la (bon)ŝancon. ㉡profiti la okazon. ～를 잡다 (놓치다) kapti (maltrafi) la ŝancon. ～주의 oportunismo. ～주의자 oportunisto. 다른 ～에 alifoje. 좋은 ～ bona ŝanco, bonŝanco.
기회균등주의		(機會均等主義)   la principo de egala ŝanco.
기획		(企劃)   ①projekto. ②plano. ～과 (부) departamento por planado. ～하다 ㉠projekti. ㉡plani.
기후		(氣候)   ①klimato. ②<기상> vetero. ～대 (帶) terzono. ～에 맞추다 (맞게하다․적응시키다)alklimatizi, alklimatigi. ～요법 klimatoterapio. ～학 klimatologio. ～학자 klimatologo. 불순한 ～ maloportuna (malbela) vetero. (其後)   ①post tio. ②poste. ③de kiam….
기휘		(忌諱)하다   ①eviti. ②abomeni.
기흉		(氣胸)요법   ①brust-aeruma traktado. ②pneŭmotorako*.
긴		longa. 엄청나게 ～ longega. (緊)하다   ①grava. ②esenca. ③urĝa.
긴가민가하다		→ 기연미연하다.
긴급		(緊急)   ①krizokazo. ②danĝerstato. ③urĝobezono. ④urĝeco. ～대책 (對策) urĝa kontraŭrimedo. ～동의 (動議) urĝa propono. ～명령 urĝa ordono. ～조치 urĝa demarŝo. ～한 ㉠urĝa. ㉡brulanta, ardanta. ㉢neprokrastebla. ～한 경우에 en la kazo de krizokazo (danĝerstato).
긴급구조요청신호		S.O.S.
긴긴날		(tre)   longa tago. 봄철 ～에 en printempo kiam la tagoj estas longaj.
긴긴밤		(tre)   longa nokto.
긴꼬리원숭이		①kalitriko. ② (인도)entelo. ③ (아프리카)cerkopiteko.
긴담		(緊談)   grava rakonto (diraĵo, parolo).
긴밀		(緊密)   ①kompakteco. ②denseco. ③intimeco. ④proksimeco. ～한 ㉠kompakta. ㉡densa. ㉢intima. ㉣proksima. ～한 관계 ㉠proksima rilato. ㉡intimeco. ～한 협력 proksmia (kompakta) kunlaborado.
긴박		(緊迫)   (상태) ①streĉado. ②<생리>tensio. ③akuteco. ④urĝeco. ～하게urĝe. ～한 ㉠streĉita. ㉡urĝa. ～한 정도 streĉiteco. ～한 아시아 정세 akuta situacio en Azio. ～함 urĝeco.
긴병		(病)   ①longa malsano. ② (만성병) kronika malsano.
긴사설		①babilema parolo. ②teda (enuiga) parolo.
긴요		(緊要)한   ① (중요)grava. ② (필요)necesa.
긴용		(緊用)하다   utile uzi.
긴장		(緊張)   ①streĉ (ad)o. ②<생리> (근육․정신의-)tensio. ③<의학> tonuso. ～되다streĉiĝi. ～된 intensa, intensiva, streĉa, streĉita. ～된 상황 streĉita situacio. ～된 일 intensa laboro. ～된 정도 (상태) streĉeco, streĉiteco. ～병 (病) katatonio. ～시키다 streĉi. ～을 완화하다 mildigi streĉon. ～을 풀게 하는malstreĉa. ～을 풀게 하다malstreĉi. 잔뜩 ～하다 plene streĉi.
긴장완화		(緊張緩和)   malstreĉigo. 국제간의 ～ malstreĉigo de internacia rilato. 한반도의 ～ mildigo de la streĉo en Korea Duoninsulo.
긴짐승		reptilioj. ※악어․뱀 따위.
긴축		(緊縮)   ①malpliigo. ②malgrandigo. ③malvastigo. ～정책 ŝparema politiko. 재정을 ～하다 ㉠ŝpari en financo. ㉡limigi elspezojn.
긴팔원숭이		gibono. ～의 일종 lagotriko.
긷다		(물을-)   ĉerpi (pumpi) akvon. 물 긷는 기계 ①ĉerpilo. ② (지중해 연안 국가의-)trogĉeno.
길1		(사람의 키 길이)   ①klafto. ②hom-alto. 한 ～되는 물통 unu klafta (hom-alta) akvokuvo.
길2		① (윤)poluro, brilo. ② (숙련) lerteco, sperto. ③ (가축 따위의-)malsovaĝigo. ～들여진 원숭이 malsovaĝigita simio. 짐승을 ～들이다 malsovaĝigi animalon.
길3[路]		①vojo. ～가는 동안 dumvoje, survoje. ～가에 있는, ～가의 apudvoja, ĉevoja. ～동무 vojkamarado. ～에서 벗어나다 devojiĝi. ～을 가다 voji, vojiri. ～을 막다 bari straton. ～을 잃다 ㉠perdiĝi, perdi la vojon. ㉡devojiĝi. ㉢vojerari, erarvagi. ～을 잘못 들어서다 (잃다) vojerari. (지표면․지도 따위에) ～을 표시하는 선 (線) vojlinio. ～이 나지 않은, ～이 없는 senvoja. 갈 ～의 중간에 duonvoje. 갈림～ vojforko. 넓은 ～ (시골의-) landvojo. 썰매～ glitvojo. 옆～, 샛～ kromvojo. …을 타고 가는 ～ (찻길, 뱃길 따위-) veturvojo. 올바른 ～로 들어서게 하다 envojigi. 전차～ tramvojo. 좁은 ～ vojeto, vojstreko. 하루 ～ tagvojo. ②<비유> (방법․수단으로서의-)vojo. 부자가 되는 ～ (수단) la vojo por riĉiĝi. ③ (도시의-)strato. ☞ avenuo, bulvardo.막힌 ～ sakstrato. ④irejo. 갈 수 있는 ～, 나 있는 ～, 트인 ～ irebla vojo. ⑤ (골목-, 오솔-)aleo, pasejo. ⑥ (…로 향하는-)direkto. ⑦ (거리)distanco. 20리 ～을 가다 iri la distancon de 20 ri (8 kilometroj).
길4		(등급)   ①grado. ②klaso.
길5		→ 질 (帙)
길가		①vojflanko. ②ĉevojo. ③ĉestrato. ～의 ㉠vojflanka. ㉡apudvoja. ㉢apudstrata.
길경		(吉慶)   gratulinda (bonaŭgura) afero. (桔梗)   → 도라지
길길이		① (높이)alten. ～ 쌓아 올리다 amasigi alten. ② (성난 꼴) ekstreme, treege. ～ 뛰다 salti alten kun kolerego.
길꾼		lerta vetludisto.
길나다		① (습관)kutimiĝi. ② (윤기)poluriĝi.
길년		(吉年)   jaro bona (bonaŭgura) por geedziĝo.
길눈		(방향감각)senso   pri direkto. ～이 밝다 havi bonan senson pri direkto. klafta (homalta) neĝoamaso.
길다		(길이가-)   (esti) longa.
길닦이		vojoriparado.
길더		guldeno. (네덜란드 화폐)
길동무		①vojkamarado. ②kunvojaĝanto.
길드		(중세 유럽의-)   gildo.
길들다		① (윤나다) (glat)poluriĝi. ② (짐승이-)malsovaĝiĝi, dresiĝi. ③ (익숙) (al)kutimiĝi, lertiĝi, familiariĝi.
길들은		(동물-)   ①malsovaĝ (igit)a. ②dresita.
길들이다		①dresi, malsovaĝigi, eduki. ② (야생 동물을-) kvietigi. ③ (집에서 살도록-)hejmigi. 다람쥐를 ～ hejmigi sciuron. ④ (윤내다) (glat)poluri. ⑤ (익숙하게-) (al)kutimigi, lertigi, familiarigi.
길들지		않은 ①sovaĝa. ②kruda.
길라잡이		vojogvidanto.
길래		①dum longa tempo. ②longe. ③ (por)ĉiam.
길례		(吉禮)   gratulinda ceremonio (por geedziĝo).
길마		ŝarĝoselo. ～지우다 surmeti la ŝarĝoselon.
길모퉁이,		길목   stratangulo.
길몽		(吉夢)   bonŝanca sonĝo.
길미		interezo.
길바닥		① (노면)strata surfaco. ② (길 가운데)sur la strato. ～에 움푹 파인 곳 kratereto.
길버트		<전기> gilberto.
길벗		→ 길동무.
길보		(吉報)   bona (ĝoja) novaĵo.
길상		(吉祥)   → 길조 (吉兆). (吉相)   bonŝanca (feliĉa) fizionomio.
길손		①vojiranto. ②vojaĝanto.
길쌈		teksado. ～하다 teks (ad)i.
길안내		gvidado al iu vojo. ～하다 ㉠montri la vojon. ㉡gvidi (iun al ie).
길앞잡이		<곤충> cicindelo.
길어		올리다, 길어내다 (물을-) ①ĉerpi. ②ellevi.
길어지다		①longiĝi. ②sin tiri. ③<비유> (낮의 길이가-)kreski.
길운		(吉運)   bonŝanco.
길이		①longo. ～가 …인 (-n) longa. ～가 10미터인 dek metrojn longa, longa je 10 metroj. ～로 laŭlonge. ②mezuro. (폭보다) ～가 더 긴 longforma. (곡선의) ～를 구하다 <기하> rektifiki. ～를 따라 laŭlonge. ～가 2킬로미터이다 esti longa je 2 kilometroj. (오래)   ①longe. ②dum longa tempo.
길이길이		①eterne. ②por ĉiam.
길일		(吉日)   bonŝanca (bonaŭgura, prospera) tago.
길잡이		→ 길라잡이.
길조		(吉兆)   bona aŭguro (omeno, signo, aŭspicio).
길짐승		rampaj animaloj.
길쭉		(스름)하다   (esti) longeta (iom longa).
길쭉한		①longforma. ②oblonga.
길차다		① (esti) alten kreskinta. ② (esti) dense kreskinta.
길초산염		<화학> valerato.
길항		(拮抗)   ①konkurado. ②rivalado.
길흉		(吉凶)   bona aŭ malbona aŭguro (omeno, signo).
김		나가다 (냄새․맛 따위-) ①sengustiĝi. ②malfreŝiĝi. ③perdi la guston. 김 나간 맥주 malfreŝa biero. 김 나간 이야기 teda (enuiga) rakonto.
김1		(수증기)vaporo.   ～을 쐬다 vaporizi. ～의 형태 vaporaĵo. ～이 나오다 vapori.
김2		(잡초)herbaĉo.   ～매다 sarki.
김3		(먹는-)   sekigita algo.
김4		(기회․바람)   ①ŝanco. ②en ia okazo. ③dum. 생각난 ～에 dum tio rememorigas al mi (pri…). 술～에 sub la influo de ebriiĝo. 여기 온 ～에 dum mi estas ĉi tie. 홧～에 en kolero.
김매다		sarki.
김밥		kimpab. *rizaĵo rulita en seka algo).
김빠지다		→ 김 나가다.
김의		털 <식물> festuko.
김장		kimĝango. *preparado de peklitaj kaj fermentitaj legomoj kun diversaj spicoj por vintra uzo.
김치		kimĉio. *peklitaj kaj fermentitaj legomoj kun diversaj spicoj. 배추～ brasiko-kimĉio. 물～ akvokimĉio.
김칫국부터		마시지 말라 ①ne ebriiĝu en sukceso antaŭ ol vi certe sukcesis.　② (스페인)ne kantu la gloron ĝis la fino de la venko. ② (미국)ne kalkulu la kokidojn antaŭ ol ili estas elkovitaj.
깁		silka gazo.
깁다		① (꿰매다)kunkudri. ② (헝겁을 대고-)fliki. ③ (재봉틀로 박다) stebi. 깁는 바늘 flikilo.
깁스		(붕대)   ①gipso. ②gipsobandaĝo. ～를 하다 engipsigi.
깃		(몫) porcio. (옷깃)   ① (양복)kolumo. ② (샤쓰) ĉirkaŭkolo. 선 ～ starkolumo. 접은～ klapkolumo. (날개털)   → 깃털. (가축의-)   ①pajlosternaĵo. ②pajlaĵo. 외양간에 ～을 깔아주다 sterni pajlaĵon en stalo.
깃다듬다		karesi la plumojn.
깃대		①flagstango. ②flagomasto. ③stango de standardo.
깃들이다		①konstrui neston. ②ennestiĝi. ③loĝi en nesto. 나무에 깃들이다 sidi (ripozi) en arbo.
깃발		①flago. ②standardo. ～을 흔들다 svingi (flirtigi) flagon. ～이 바람에 펄럭인다 flago flirtas en vento.
깃옷		funebra vesto.
깃이불		litkovrilo el plumoj.
깃저고리		senkoluma vesto (por infano).
깃주다		sterni pajlaĵon en stalo.
깃털		plumo. ～같은 plum (form)a. ～로 덮이다 plumiĝi. ～로 장식하다 plumi. ～로 장식한 plumita. ～을 뽑다 elŝiri la plumojn, senplumigi. ～제품 plumaĵo. ～처럼 가벼운 malpeza kiel plumo. (모자 등의)～장식 egreto. 공[球] <운동> volano.
깃펜		plumo.
깅엄		gingamo*.
깊게		하다 profundigi.
깊숙이		①profunde. ②malproksime.
깊은		① (깊이가-)profunda. 깊이 연구하다 profunde studi. ② (관계가-)proksima, intima. ～관계 proksima (intima) rilato. ③ (밤이-)malfrua. ～ 밤 ㉠malfrua nokto. ㉠noktomezo. ～ 계곡 ㉠abismo. ㉡kanjono. ～ 곳 (부분) profund (aĵ)o. (영적으로-)～ 곳 abismo. (뿌리 따위가) ～ 곳까지 뻗은 (닿는) profunda. ～ 곳까지 뻗은 참나무의 뿌리 profundaj radikoj de kverko. ～ 어둠 <시문> tenebro, mallumo. ～ 의미 <비유> spirito. ～ 잠 ㉠profunda dormo. ㉡soporo. 가장 ～곳 plejprofundo.
깊이1		[명사] ①profundo. ②mezuro. ～가 2센티미터인 상자 skatolo profunda je 2 cm.
깊이2		[부사] profunde. ～ 감동하다 esti profunde kortuŝita (emociita). ～ 파다 profunde fosi. ～ 빠지다 (들어가다) ㉠ (en)profundiĝi. ㉡<비유> droni. ～ 생각하는 ㉠konsiderema. ㉡meditema. ㉢profundpensa. ㉣kalkulema. (피곤․고통으로) ～ 숨을 쉬다 sopirĝemi. ～가 없는 (피상적인) supraĵa.
까까머리		①tonsurita kapo (bonzo). ②kalve razita kapo.
까뀌		①adzo. ②hakileto.
까끄라기		<식물> aristo.
까다		① (벗기다)senŝeligi, elŝeligi. ② (알을 부화하다)elkovi. ③→ 공격하다.
까다로운		①elektema. ☞ delikata. ②precizema. ③malpacema. ④komplika. ⑤puntiliema. ⑥postulema.
까닭		①kialo. ②kaŭzo. ～에 pro.
까딱거리다		(머리를)   ①kapobalanceti. ②kapojesi.
까딱수		→ ‘요행수’의 북한말.
까딱없는		①tute neŝancelebla. ②nedanĝera. ③tute firma.
까마귀		①korvo. ②pirokorako, montkorvo. ～ 비슷한 새 korniko. ～의 일종 korako.
까마귀밥나무		opunto, neĝbulo.
까마득한		malproksimega.
까마득히		먼 ①antikva. ②antaŭdiluva.
까막까치밥나무		(열매)   nigra ribo.
까막까치밥주		(酒)   ①kasiso. ②riblikvoro.
까막눈이		①=문맹. ②malklerulo.
까만		①nigra. ②karbokolora.
까먹다		① (껍질을-)senŝeligi kaj manĝi. ② (잊다)forgesi. ③ (밑천을-)malgajni.
까무러치다		①sveni. 냄새를 맡고 ～ sveni de odoro. ②senkonsciiĝi.
까부는		(잘-)   petolema.
까부르다		(곡식을-)   ventumi. 까부르는 기계 ventummaŝino.
까불다		① (위 아리로-)balanciĝi (supren kaj malsupren). ② (방정맞게-) agi malprudente (petoleme) ③ (곡식을-)→까부르다.
까실쑥부쟁이속식물		astero.
까악		까악 (까마귀 소리) aŭ!
까옥거리다		(까마귀가-) graki.
까지		<전치사> ĝis.
까지도		(…조차도)   <부사> eĉ.
까치		pigo. ～처럼 흑백색이 섞인 <비유> piga.
까치무릇의		일종 orstelo, gageo.
까치발		(선반․탁자의-)   subtenilo de breto (tablo). ～ 달린 테이블 konzolo.
까치밥나무		ribarbo, ribujo. ～ 열매 ribo.
까치수염의		일종 samolo.
까칠		(까칠)한   (강판처럼 표면이-) raspa. ～ 피부 (혀) raspa haŭto (lango).
까탈		①(방해)malhelpo; obstaklo. ②(트집)trovi kulpon (mankon) de iu; falsa akuzo. ~부리다 levi (kaŭzi) problemojn (ĝenojn); ĵeti obstaklojn sur ies vojo.
까투리		fazanino.
까풀		①haŭto. ② (켜)tavolo.
깍두기		kkagdugio (kimĉio el kub-forma rafano).
깍듯이		①ĝentile. ②bonmaniere.
깍듯하다		esti ĝentila (bonmaniera).
깍쟁이		① (인색한-)avarulo. ② (약삭빠른-) ruzulo, elturniĝema homo.
깍지1		(콩 따위의-)   ①ŝelo. ②legumeno, guŝo. ③glumo. ☞ 콩깍지.
깍지2		(화살 쏠 때 쓰는)   dikfingra kornoringo.
깎기		(가위로-)   tondado.
깎는		연장 skrapilo.
깎다1		① (수염을-)razi. ② (과일을-) senŝeligi. 사과를 (배를) ～ senŝeligi pomon (piron). ③ (대패로-)raboti. ④ (뾰족하게-)akrigi. ⑤ (금속을-)torni. ⑥ (줄로 썰어-)raspi. ⑦ (머리․털․잔디 따위를-)tondi. 가장자리를 ～ ĉirkaŭtondi.
깎다2		(값을-)   ①marĉandi. ②malpliigi (prezon). (값을)깎지 않고 senmarĉande.
깎아낸		부스러기 skrapaĵo.
깎아버리다		detondi, fortondi.
깎아서		(형태를)만들다   ①tajli. ②eltranĉi. 다듬다 (재목․石像을-) ĉirkaŭhaki.
깎아주다		(값을-)   rabati.
깎아지른듯한		kruta.
